Ragione sociale;Tipo organizzazione;Indirizzo;Comune;Telefono;Email;Referente Email
OFFICINA PICCOLI SPA;AZIENDA;VIA E.FERMI,21;VERONA;45504895;amministrazione@officinepiccoli.it;
ZAMBONI TRANSERVICE SRL;AZIENDA;VI A CIRIGHELLI,22;VIGASIO;457363724;info@zambonitranservice.it;
ZAMBONI TRANSERVICE SRL;AZIENDA;VI A CIRIGHELLI,22;VIGASIO;457363724;info@zambonitranservice.it;
MARKIES SRL;AZIENDA;VIA ZAPPO 16;LAZISE;456471060;info@palazzodellascala.com;
ESSEAELLE SRL;AZIENDA;VIA UGO FOSCOLO 32;VERONA;458751286;gazacca@gmail.com;
ELECTRIC GROUP SAS;AZIENDA;VIA F.DE PINEDO 31/A;VERONA;45563175;amministrazione@electricgroup.it;
SEMPRE VERDE SNC DI PIAZZI ANTONIO E FILIPPO;AZIENDA;VIA DOSDEGA' 16;VILLAFRANCA DI VERONA;45987191;sempreverdealpo@gmail.com;
COMITATO BENEFICO SOMMAVIVA;AZIENDA;VIA CROCETTA 1C;SOMMACAMPAGNA;3496123034;sommaviva@libero.it;
YASHI ITALIA SRL;AZIENDA;VIA FLEMING 2;PESCANTINA;456766909;financial@yashiweb.com;
B.F. AUTOMATION SRL;AZIENDA;V.LE DEL PROGRESSO;BELFIORE;456100928;info@bfautomation.it;
SMART SOLUTIONS SRL;AZIENDA;VIA BETTELONI 4;BUSSOLENGO;459582377;ammimistrazione@smartsolution.srl;
FUGA ING.FEDERICO;AZIENDA;VIA BUTTURINI 9;VERONA;3283067431;fuga@studiofuga.com;
HWG SRL;AZIENDA;VIALE DEL LAVORO 11;VERONA;454932800;info@hwg.it;
MONDAL SRL;AZIENDA;VIA LANIFICIO 84;MONTORIO V.SE ;458840830;barbara@mondal.it;
MAYA IDEE SRL;AZIENDA;VIA SAVAL 25;VERONA;458305000;tatiana.orlandi@mayaidee.it;
COOPERATIVA SOCIALE GALILEO SCARL;COOPERATIVA;VIA BRAMANTE 15;VERONA;45577444;csgalileo@csgalileo.org;
CUSIMANO GIUSEPPE;AZIENDA;PIAZZA VITTORIO EMANUELE 12;MONREALE;916402582;elettronica.cusimano@live.it;
AMBROSI MATTEO;AZIENDA;VIALE DELL'INDUSTRIA;VERONA;3488561640;matteoambrosi@tiscali.it;
MASSA SAS;AZIENDA;VIA S.MATTEO 145;SOAVE;457681611;info@massa1904.com;
ARCHITETTO QUIRINALI GIAMPAOLO;AZIENDA;VIA GARIBALDI 48;BOVOLONE;456901354;studioquirinali@gmail.com;
LUX METAL SRL;AZIENDA;LOCALITA' RITONDA 70;SAN BONIFACIO;3273404562;alybaba@hotmail.it;
BOSCAINI SCARPE SRL;AZIENDA;VIA MOLINARA 7;SONA;456080332;;
ITALSPEEDY LOGISTIC SRL;AZIENDA;VIA VITTORIO VENETO;NOGAROLE ROCCA;457920407;;
ITALSPEEDY LOGISTIC SRL;AZIENDA;VIA VITTORIO VENETO;NOGAROLE ROCCA;457920407;;
DA.CA.BO. ANTINCENTIO SAS;AZIENDA;VIA MONTI LESSINI 1;SAN GIOVANNI LUPATOTO;458753071;dallavecchia@hotmail.it;
ORODENT SRL;AZIENDA;MARIA GAETANI AGNESI,8;CASTELNUOVO DEL GARDA;456450635;info@orodent.com;
ADD VALUE S.P.A.;AZIENDA;VIA PACINOTTI, 28;VERONA;458282711;daniela.sarigu@addvalue.it;
ADD VALUE S.P.A.;AZIENDA;VIA PACINOTTI, 28;VERONA;458282711;daniela.sarigu@addvalue.it;
ADD VALUE S.P.A.;AZIENDA;VIA PACINOTTI, 28;VERONA;458282711;daniela.sarigu@addvalue.it;
A VARITT SRL;AZIENDA;VIA DELLA PIOVOLA ,138;EMPOLI;3485991723;;
PANASONIC ELECTRIC WORKS ITALIA SRL;AZIENDA;COMMERCIO 3;BUSSOLENGO;;;
MTA SPA;AZIENDA;VIALE DELL'INDUSTRIA 12;CODOGNO;0522/1827202;www.mta.it;
PALUANI SPA;AZIENDA;VIA DELL'ATIGIANATO 18;DOSSOBUONO;458614411;info@paluani.it;
ESSEGI SRL;AZIENDA;VIA DELL'INDUSTRIA,8;CASTELNUOVO DEL GARDA;456450351;ufficio@essegiconfezioni.it;
FELTRE TRASLOCHI DI NEGRETTI SRL;AZIENDA;VIA TORRICELLI,17;VERONA;45567288;info@feltretraslochi.it;
PITTAROSSO SPA;AZIENDA;VIA DELL'INDUSTRIA 16;LEGNARO;498831111;ufficio.personale@pittarosso.com;
PROVINCIA DI VERONA;ENTE PUBBLICO;VIA DELLE FRANCESCHINE,10;VERONA;459288386;;
BRUNELLI ROBERTA VIAGGI;AZIENDA;DANZIA 1B;AFFI;457235431;roberta@robertaviaggi.com;
RCE VERONA SRL;AZIENDA;CORSO MILANO 5;VERONA;458009804;verona@rcefoto.it;
RCE VERONA SRL;AZIENDA;CORSO MILANO 5;VERONA;458009804;verona@rcefoto.it;
HIKARI SRL;AZIENDA;VIA MIRANDOLA 37A;PESCANTINA;458018058;amministrazione@hikavi.eu;
KANTAR MEDIA SRL;AZIENDA;VIA DOMINUTTI 20,;VERONA;458200826;mauro.stoico@kantarmedia.com;
NETSYSCO SRL;AZIENDA;VIA G.CAMPOSTRINI 50;SAN PIETRO IN CARIANO;456838352;amministrazione@netsysco.net;
NETSYSCO SRL;AZIENDA;VIA G.CAMPOSTRINI 50;SAN PIETRO IN CARIANO;456838352;amministrazione@netsysco.net;
MEQUADRO DI EMANUELE MAZZI;AZIENDA;VIALE DEL LAVORO 15/H;SAN MARTINO BUON ALBERGO;458781546;;
UNIVERSITA' DEL TEMPO LIBERO DI NEGRAR (UTL);AZIENDA;VIA CHIESA DI S.MARIA;NEGRAR;34505789045;amministrazione@utlnegrar.com;
HOTEL BORGHETTI;AZIENDA;VIA VALPOLICELLA,47;VERONA;45941045;info@hotelborghetti.com;
STT SERVICE TELEMATICI TELEFONICI SRL;AZIENDA;VIA N.SAURO 82;SEREGNO;458124000;info@aovr.veneto.it;
STT SERVICE TELEMATICI TELEFONICI SRL;AZIENDA;VIA N.SAURO 82;SEREGNO;458124000;info@aovr.veneto.it;
AZIENDA VINICOLA FARINA SRL;AZIENDA;VIA BOLLA 11;S.PIETRO INCARIANO;457701349;info@farinawines .com;
AVV.ALBERTO POGGI;AZIENDA;VICOLO GHIAIA,7;VERONA;458065183;segreteria@lpsavvocati.com;
CORPO BANDISTICO COMUNE DI NEGRAR;ASSOCIAZIONE;VIA FRANCIA,4;NEGRAR;3474609538;info@bandanegrar.it;
ELECTRO BS BY HACHKEL SABER;AZIENDA;VIA GALILEO GALILEI,9;CASTEL D'AZZANO;452214703;info@electro-bs.com;
FEREXPERT SPA;AZIENDA;VIA BRINI 2;BOLOGNA;;m.panzacchi@ferexpert.it;
BRUNO SRL;AZIENDA;VIA LINO LOVO 62;OPPEANO;459693922;info@brunosrl.net;
RZ IMPIANTI DI RENATO ZAMBONI;AZIENDA;VIA S.ROCCO 10/C;VERONA;3497529048;renato.zamboni@alice.it;
DO DIFFERENT SRL;AZIENDA;VIA ALBERTO DOMINUTTI 20;VERONA;458538775;hr@dodifferent.it;
SUPERMERCATI GRISI S.R.L.;AZIENDA;CALDIERO;CALDIERO;45765066;raffaella.grisi@supergrisi.it;
ABC...STUDI SRL;AZIENDA;VIA PONTE FLORIO 70/D;VERONA;458868129;LPOLLINI@ABCSTUDI.COM;
TECNOLUX SRL;AZIENDA;VIA DEL LAVORO 12;TREVENZUOLO;457350757;info@lux-oil.it;
RAVENHEAT INTERNATIONAL SRL;AZIENDA;VIA DELL'AGRICOLTURA ,50;ZEVIO;456051578;info@ravenheat.it;
MIGROSS SPA;AZIENDA;VIA PIETRO VASSANELLI, 21;BUSSOLENGO;456717696;Silvia.garonzi@migross.it;
MIGROSS SPA;AZIENDA;VIA PIETRO VASSANELLI, 21;BUSSOLENGO;456717696;Silvia.garonzi@migross.it;
METANAUTO GROUP SRL;AZIENDA;VIA A.POERIO 13/E;VERONA;458303412;info@metanautogroup.it;
FARMACIA ALL'ALBARO;AZIENDA;PIAZZALE BUCCARI 3;VERONA;45557037;farmacia.allalbaro@gmail.com;
INNOTEC TECNOLOGIE INNOVATIVE S.R.L.;AZIENDA;VIA ENRICO FERMI,   13/C;VERONA;458753072;sales@innotecitalia.it;
LESO ELETTRODOMESTICI  SRL;AZIENDA;VIA SEGORTE, 3/B - FR POIANO;VERONA;45551503;silvio@leso.it;
LESO ELETTRODOMESTICI  SRL;AZIENDA;VIA SEGORTE, 3/B - FR POIANO;VERONA;45551503;silvio@leso.it;
DOTT.LAURA DI PALMA;AZIENDA;VIA ENZO FERRARI,58;CASTELNUOVO DEL GARDA;;;
M.S.C.   S.R.L.;AZIENDA;VIA A.MILANI 5/A;VERONA;454735687;n.moni@mediarete.it;
STEEL & GRAPHICS SRL;AZIENDA;VIA CA'NOVO ZAMPIERI 4/E;SAN GIOVANNI LUPATOTO;458778577;amministrazione@steel-graphics.com;
TECNO P.A. SRL;AZIENDA;VIA G.CABOTO,16;SAN MARTINO BUON ALBERGO;458799196;info@tecno-pa.it;
GEWIN SRL;AZIENDA;VIA SARDEGNA 1F;VERONA;458904253;info@gewin-informatica.com;
DIEMME DI MELDO DANIELE;AZIENDA;VIA DON GERMANO MALACCHINI,8/D;SOMMACAMPAGNA;3475359656;info@diemmeimpianti.com;
CERPELLONI  S.R.L.;AZIENDA;VIA UNITA' D'ITALIA 274/C;VERONA;45532612;info@cerpelloni.com;
EXPERT SRL;AZIENDA;VIA DELL'ARTIGIANATO,38;SAN MARTINO BUON ALBERGO;45992099;expert-srl@pec.it;
GUGLIELMI MOBILI SNC;AZIENDA;VIA CITTADELLA 4;RONCO ALL'ADIGE;457020146;guglielmi_mobili@libero.it;
ECONOMICS LIVING LAB;ASSOCIAZIONE;CORSO CAVOUR 76;ZEVIO;3473201905;info@econlivlab.eu;
ECONOMICS LIVING LAB;ASSOCIAZIONE;CORSO CAVOUR 76;ZEVIO;3473201905;info@econlivlab.eu;
DAL CORSO IVO  (DITTA INDIVIDUALE );AZIENDA;VIA U.BOMBIERI 18/BIS;GREZZANA;3482712838;info@dalcorsoivo.it;
MANZATO CLAUDIO;AZIENDA;VIA S.ACQUISTO 5;SANT'AMBROGIO DI VALPOLICELLA;3494755094;manzato@c-point.it;
ALOISI ANDREA;AZIENDA;VIA DEGLI ALPINI 3;SOMMACAMPAGNA;3487650469;andrea.aloisi.94@alice.it;
MYONE SAS;AZIENDA;VIA DELL'AGRICOLTURA 2A;BUSSOLENGO;456766995;amministrazione@my-one.it;
SYNETHIK ENGINEERING SRL;AZIENDA;VIA EVANGELISTA TORRICELLI 37;VERONA;458205681;synethik@synethik.com;
LEONI IMPIANTI SRL;AZIENDA;VIA DEL COMMERCIO 9A;SOMMACAMPAGNA;45515011;info@leonimpianti.it;
SELVA SRL;AZIENDA;VIA INNSBRUCK 23;BOLZANO;456999111;selva@selva.com;
RED DI DONATELLI NICOLA;AZIENDA;VIA ANGELO MESSEDAGLIA, 253;VILLAFRANCA DI VERONA;457901340;;
VERONESI HOLDING SPA;AZIENDA;VIA VALPANTENA 18/G;VERONA;458097718;silvia.nicodemo@veronesi.it;
REWAL S.N.C. DI MILANI E REGGIANI;AZIENDA;VIA L. DA VINCI, 5/C;ARBIZZANO;457514944;inforewal@rewal.it;
TECNAUTO DI FASOLI FLAMINIO;AZIENDA;VIA G.CABOTO 1A;VERONA;458103628;;
STUDIO BUTTAPIETRA SAS;AZIENDA;PIAZZA ROMA 25;BUTTAPIETRA;456661665;;
SLAM LAVORI AEREI SRL;AZIENDA;AEROPORTO CAPODICHINO; NAPOLI;815844319;info@slamair.eu;
BISSOLI F.LLI SRL;AZIENDA;QUAIOTTO , 108;OPPEANO;457130122;info@bissolicarrozzeria.it;
EUROELETTRA DI BRANDIELE LUCA;AZIENDA;VIA PERAZZOLO 12;MONTEFORTE D'ALPONE;3386849420;euroelettra.impianti@alice.it;
ARDUINI E NERBOLDI SRL;AZIENDA;VIA DELLA MECCANICA 32;VERONA;458515450;;
FOREASYTECH SRL;AZIENDA;VIA W.FLEMING 11;PESCANTINA;457860205;info@4easytech.com;
DIGITAL NETWORK S.R.L.;AZIENDA;VIA MONTE TOMBA, 6 - VERONA;VERONA;458701030;info@digitalnetwork.it;
TECMAUT S.R.L.;AZIENDA;VIA STAFFALI, 17/B;VILLAFRANCA DI VERONA - DOSSOBUONO;458600240;tecmaut@tecmaut.it;
NAUTICA MARE SRL;AZIENDA;VIA VERONA 15;CALDIERO;457650168;sales@nauticamare.it;
ELISSE INFORMATICA DI FLAVIO GIONGO & C. SAS;AZIENDA;VIA ZENI 8;ROVERETO;464443322;info@elisse.it;
TELEPHONE HOUSE SNC;AZIENDA;VIA UNGHERIA 6;ILLASI;458781119;info@telephonehouse.it;
ALBI DI ALBI GIUSEPPE;AZIENDA;VIALE DEL LAVORO 17;SAN MARTINO BUON ALBERGO;;albi@albi.it;
ASD FOOTBALL FOR FUN;AZIENDA;VIA CHIODA 38;VERONA;3490065685;gasfabio@yahoo.it;
HT IMPIANTI DI BISSOLI MASSIMILIANO;AZIENDA;VIA PASSO DI NAPOLEONE 650;DOLCE';456861720;info@bissoliimpianti.it;
VESTINVOGA SRL;AZIENDA;VIA DEGLI IMPRENDITORI,67;VALEGGIO SUL MINCIO;;amministrazione@vestinvoga.com;
GIEFFE DI GOBETTI FABRIZIO;AZIENDA;VIA BELTRAMINI 27;ZEVIO;3406620918;;
NARDI ELETTRONICA  SRL;AZIENDA;STRADA DELLA SELVA 83;SAN BONIFACIO;457660663;nardielettronic@nardielettronic.com;
BDX SOUND PRODUCTS DI GIANNINI CARLO;AZIENDA;VIA VAGO 3;CALDIERO;45982006;info@bdxsound.com;
ZWOLF SAS DI LAGO KATIA & C.;AZIENDA;VIA BRUNORO DELLA SCALA  24;VERONA;457117379;info@zwolf.it;
PICCOLA FRATERNITA' LESSINIA ONLUS;AZIENDA;VIA DON A.SQUARANTI,20;BOSCO CHIESANUOVA;457050706;info@pflessinia.it;
BEDONI SRL;AZIENDA;VIALE DELL'INDUSTRIA 38;VERONA;458230133;mirkobedoni@studiobedoni.it;
MORI ANGELO & C.SAS;AZIENDA;VIA ANDREA DORIA 4/A;SOMMACAMPAGNA;458961144;info@moriangeloimpianti.it;
MOTO FRANCHINI SAS;AZIENDA;VIALE EUROPA 4;NEGRAR;457500215;info@motofranchini.com;
ELECTRO ENERGY SRL;AZIENDA;VIA DELL'INDUSTRIA ,6;VIGASIO;456698119;electroenergy@libero.it;
ERMES SRL;AZIENDA;C.SO C.BATTISTI, 33;ILLASI;45991245;alessia@ermes-vr.it;
FINCONS SPA;AZIENDA;CORSO MAGENTA 56;MILANO;458799299;michele.moretti@finconsgroup.com;
COMUNE DI BOVOLONE;ENTE PUBBLICO;PIAZZA SCIPIONI, 1;BOVOLONE;456995111;amministrazione@bovolone.net;
CICE CENTRO ITALO-IRANIANO DI COOPERAZIONE CULTURALE ED ECONOMICA;AZIENDA;STRADA LA RIZZA 59F;VERONA;45584380;italia@cice.eu;
GENERAL DIES SRL;AZIENDA;VIA STRA'182;COLOGNOLA AI COLLI;457650600;info@generaldies.com;
AERRE SISTEMI ELETTRONICI;AZIENDA;VIA PASQUE VERONESI;CASTELNUOVO DEL GARDA;3281334489;;
AZIENDA AGRICOLA POGGI GIORGIO;AZIENDA;VIA POGGI 7;AFFI;457236222;cantinepoggi8@gmail.com;
ABRASIVI ADRIA SRL;AZIENDA;VIA DELL'INDUSTRIA,63;SANT'AMBROGIO DI VALPOLICELLA;456864601;info@abrasiviadria.com;
POLYTECH S.R.L.;AZIENDA;VIA G.GALILEI 10,;BOLZANO;457238028;info@peri-polytech.com;
PASTIFICIO AVESANI;AZIENDA;VIA ANDROMEDA,11;BUSSOLENGO;3404694625;valentina.avesani@avesani.com;
GIORGI BARBARA;AZIENDA;VIA DON.BERTONI;SAN PIETRO IN CARIANO;3483556734;barbaragiorgia.azienda@gmail.com;
TRIPLA C SRL;AZIENDA;VIA GIUSEPPE LUSSANA,3;SAN BONIFACIO;457660220;amministrazione@triplac.it;
MORO & CO.DI GIOVANNI BERTASO;AZIENDA;VIA PACE, 5;VILLAFRANCA DI VERONA;;moroeco@gmail.com;
TECH.PA. SPA;AZIENDA;VIA APOLLO XI,4;SAN GIOVANNI LUPATOTO;459251215;amministrazione@techpaspa.com;
BERTON MOBILI SNC DI FELIVE E MARCO;AZIENDA;VIA DELL'INDUSTRIA,9/11;BOVOLONE;456949024;;
NULLTECH S.R.L.;AZIENDA;PIAZZA ZINELLI 1;SAN GIOVANNI LUPATOTO ;45549035;;
ANTICHITA' SAVI DI SAVI GIUSEPPE;AZIENDA;VICOLO STELLA 5;VERONA;45596213;princethebest.70@gmail.com;
MORO TECNOIMPIANTI DI MORO LORENZO;AZIENDA;VIA DI LA TIONE,18;SORGA';457370090;morotecnoimpiant@gmail.com;
SERGIO GRASSO SRL;AZIENDA;VIA SAN NICOLO' 24;SANT'AMBROGIO DI VALPOLICELLA;457760133;info@sergiograsso.it;
CONSORZIO GOLDBERG GESTIONI SOCIETA' COOPERATIVA;AZIENDA;VIA FRANCO RUSSOLI 3;VERONA;458901141;f.gioia@consorziogoldberg.it;
IDRO-MAR DI MARAFIOTI NATALE;AZIENDA;VICOLO CIECO RACCHETTA 3;VERONA;3355477150;idro.mar.sas@gmail.com;
HOTELGEST SRLS;AZIENDA;CORSO PORTA NUOVA ,22;VERONA;;info@empireverona.com;
RONCA 1862 SRL;AZIENDA;VIA PRIMO MAGGIO 142;ZEVIO;457850153;info@ronca1862.it;
TECNICA ELETTRONICA S.P.A;AZIENDA;VIA SPALLANZANI, 26;VERONA;45585166;luigi.spiazzi@tecnicaelettronica.it;
E-GLOBALSERVICE SPA;AZIENDA;CORSO PORTA NUOVA  127;VERONA;458105093;personale@e-globalservice.it;
VUORMAR PACKAGING SRL;AZIENDA;VIA DON STURZO 13;GAZZO VERONESE;442570037;info@vuormar.it;
VETRERIA BELLOMI SAS;AZIENDA;VIA VALPANTENA 61/A;VERONA;045/550058;amministrazione@vetreriabellomi.it;
3° STORMO;AZIENDA;VIA CALURI 1;VILLAFRANCA DI VERONA;456332111;aerostormo3@aeronatica.difesa.it;
OFFICINA CAILOTTO SRL;AZIENDA;VIA SOMMACAMPAGNA 59;VERONA;458624211;tiziano.martinelli@officinecailotto.it;
RISTORANTE GIRASOLE;AZIENDA;VIA DEI PORTICI 68;BOLZANO;;georg.trojer@me.com;
NETZSCH GERAETEBAU GMBH;AZIENDA;VIA ALBERE 132;VERONA;;info@netzsch.com;
NETZSCH GERAETEBAU GMBH;AZIENDA;VIA ALBERE 132;VERONA;;info@netzsch.com;
SAVI SRL;AZIENDA;VIA ADRIANO GARBINI 2/B;VERONA;458230476;francesca@studiomininno.com;
CIN CIN BAR DI CHIARAMONTE MONICA;AZIENDA;VIA MADONNA 297;BOVOLONE;456901798;monicachiaramonte@gmail.com;
BENEDETTI GABRIELE ASSISTENZA TECNICA;AZIENDA;VIA SAN FRANCESCO 20;SONA;45984013;;
PCSISTEMI SAS;AZIENDA;VIA ORTIGARA 38H;VILLAFRANCA DI VERONA;456301366;paolo.cipriani@pcsistemi.it;
4 SERVICE SOLUTION SRL;AZIENDA;VIA GIOVANNI PASCOLI 4;AFFI;452050220;amministrazione@4servicesolution.it;
2M SAS DI MARCHESINI P E C;AZIENDA;VIA CAOVILLA 8;VERONA;45942329;2msas@libero.it;
GEOM.SQUARANTI MATTIA;AZIENDA;VIA ORSARA 15;GREZZANA;458032733;squarantimattia@hotmail.it;
FRASTE SPA;AZIENDA;VIA MOLINO DI SOPRA 71;NOGARA;;serena.fracca@fraste.com;
ZAMPINI GIUSEPPE SNC DI ZAMPINI CLAUDIO E F.LLI;AZIENDA;VIA ROMA 121;PESCANTINA;457151396;;
GLOBAL SERVICE IMPIANTI DI CERPELLONI A E C. SNC;AZIENDA;VIA DELLA CONSORTIA ,15;VERONA;458342935;;
AUTORIPARAZIONI SGANZERLA MASSIMO;AZIENDA;VIA ISOLANA 692;SALIZZOLE;456954028;;
BE DIFFERENT SRL;AZIENDA;VIA A.DOMINUTTI,20;VERONA;458538775;hr@dodifferent.it;
AUTOTRASPORTI TEZZA CLEMENTE SRL;AZIENDA;VIA NICOLO'MARCOZENI 12;GREZZANA;45907434;info@tezzaautotrasporti.it;
SICURPLANET SRL;AZIENDA;VIALE DELL'INDUSTRIA 38;VERONA;456704749;info@sicurplanet.com;
ZOPPI WEB SOLUTIONS;AZIENDA;V.LE EUROPA 21;MONTEFORTE D'ALPONE;452226226;info@zoppiwebsolutions.com;
IMPIANTI ELETTRICI FIORINI SANTO;AZIENDA;VIA TICINO 19;SAN GIOVANNI LUPATOTO;458779125;info@fiorinisanto.it;
STUDIO DENTISTICO DR LANZAFAME;AZIENDA;VIA PRIMO MAGGIO 205;ZEVIO;3474752910;info@drlanzafame.com;
ANS;AZIENDA;VIA SABAINA 60;SOMMACAMPAGNA;458960116;info@ansystem.eu;
KUEHNE + NAGEL SRL;AZIENDA;VIA DEL COMMERCIO 2;CALVIGNASCO;458588526;info.verona@kuehne-nagel.com;
COMM.INTERLOGISTICA SRL;AZIENDA;VIALE DEL LAVORO 20;BELFIORE;456174973;logistica009@maxidi.it;
AGRATI-FSP SRL;AZIENDA;VIA SOMMACAMPAGNA 49A;VERONA;458515811;info-fsp@agrati.com;
VETRAUTO SRL;AZIENDA;VIA  DEL PERLAR 35;VERONA;45505950;amministrazione@vetrauto.com;
VIP SOLAR DI TORTORIELLA I;AZIENDA;VIA LEGNAGO 39;VERONA;;;
NST AUTOMATION SRLS;AZIENDA;STRADA DELL'ALPO  7;VERONA;458203319;nst@nstautomation.it;
HOME INNOVATION SRL;AZIENDA;VIA MARIN FALIERO 50;VERONA;454858682;romy.a@homeinnovation;
ACI SNC DI GANGI ELEONORA L.C.;AZIENDA;VIA ILARIA ALPI 10;LONATO DEL GARDA;309131025;eleonora.digangi@amatic.it;
CALZOLERIA LA RAPIDA;AZIENDA;VIALE SPOLVERINI 10;VERONA;3407310640;;
AGRILAND 24 SRL;AZIENDA;CORSO PASSO BUOLE 5/A;ALA;;info@agriland24.com;
TWIN GROUP;AZIENDA;LAMBARDE SQUARE 12;COMUNE ESTERO;GB8993725;tcook@twinuk.com;
AL.BO 2 SRL;AZIENDA;STRADA DELLE TRINCEE 15A;VERONA;458550775;info@albo2.it;
PULIMAC SRL;AZIENDA;VIA MONTE PASTELLO;SAN GIOVANNI LUPATOTO;45545026;pulimac@pulimac.it;
GREENYARD FRESH ITALY SRL;AZIENDA;VIA TIONE 1;TREVENZUOLO;458379112;info@greenyardfresh.it;
IMMOBILIARE LADY G. SRL;AZIENDA;VIA UNITA' D'ITALIA 164;VERONA;3485252001;gaiardoni.imm@libero.it;
ASSOCIAZIONE SPORTIVA DILETTANTISTICA;AZIENDA;VIA GARIBALDI,17;BUTTAPIETRA;456660996;;
PHONELAB;AZIENDA;VIA TRENTINO 1;SONA;456084062;;
BUE FRANCESCA;AZIENDA;VIA UNITA' D'ITALIA 166/B;VERONA;452591645;toelettaturapelolindo@gmail.com;
TECH ASSIST. SRLS;AZIENDA;VIA ROMA 49;SAN GIOVANNI LUPATOTO;452222884;info@tech-assist.it;
CIEMME  SAS;AZIENDA;VIA E.FERMI 10;PESCANTINA;456700707;;
AELLE DI ORIANA TODESCO;AZIENDA;VIA 1 MAGGIO 157;ZEVIO ;45601438;oriana.todesco@gmail.com;
METALPOINT SRLS;AZIENDA;VIA DEL LAVORO 5/B;VIGASIO;456584286;metalpointsrls@gmail.com;
UMANA SPA;AZIENDA;VIA COLOMBARE 113;VENEZIA;458104111;ufficio.stage@umana.it;
UMANA SPA;AZIENDA;VIA COLOMBARE 113;VENEZIA;458104111;ufficio.stage@umana.it;
CIZETA SOCIETA' AGRICOLA SEMPLICE;AZIENDA;VIA CAPITELLO 137/1;CONCAMARISE;3357075022;cizeta.soc.agr@gmail.com;
OFFICINA MECCANICA DI AGOSTINI RENATO;AZIENDA;VIA AZZANO, 19;POVEGLIANO VERONESE;457970191;;
AUTORICAMBI COSTA DI COSTA GIUSEPPE;AZIENDA;VIA CONCERIA, 8;RIBERA;;;
DHL GLOBAL FORWARDING SPA;AZIENDA;VIA GRAN SAN BERNARDO STR.5 PAL.U£;MILANO;;HRFreight.Italy.com;
COLOMBO 3000 SRL;AZIENDA;VIA PACE, 40;VILLAFRANCA DI VERONA;456305404;amministrazione@colombo3000.com;
TECNOSERVICE SRL;AZIENDA;VIALE PIAVE 16;VERONA;458009926;risorse@tenoservicesrl.info;
DATEL DI SALADINO SALVATORE;AZIENDA;VIA BRANDIMARTE 1;VERONA;45504225;info@datelsistemi.com;
START WEB DI MATTEO CANDIO;AZIENDA;VIA G.MAZZINI 5A;OPPEANO;3337464084;info@start-web.it;
BMQUADRO SRL;AZIENDA;VIA G.PASCOLI 21;AFFI;459971290;info@bmquadro.it;
TESI ELETTRONICA SRL;AZIENDA;VIALE ANDREIS, 81;DESENZANO DEL GARDA;309912412;sonia.biaguera@tesielettronica.it;
MYWORLD ITALIA SRL;AZIENDA;VIALE DEL LAVORO 33;SAN MARTINO BUON ALBERGO;045 2080571;office.it@myworld.com;
LEM ELETTRONICA SRL;AZIENDA;GREZZE 38;DESENZANO DEL GARDA;;info@lemelettronica.it;
PHARMATHEK SRL SOCIETA'UNIPERSONALE;AZIENDA;VIA ENRICO FERMI 43;VERONA;045 950301;info@pharmathek.com;
IL TRUCIOLO SRL;AZIENDA;VIA TRE VENEZIE 22;MARIANO COMENSE;031 3353131;;
FRANCHI E TABARELLI SRL;AZIENDA;VIA GALVANI 8;VALEGGIO SUL MINCIO;045 6370898;info@franchietabarelli.it;
DIGITALE FORGE VERONA SRL;AZIENDA;VIA MONTE BALDO 4;VILLAFRANCA DI VERONA;045 117788;AMMINISTRAZIONE@DIGITALFORGE.IT;
VERONA REV SRL;AZIENDA;VIA E.TORRICELLI 10/B;VERONA;045 506688;info@veronarevsrl.it;
6 COM SRL;AZIENDA;VIA MONTE PASTELLO 9;SAN GIOVANNI LUPATOTO;045 8751430;info@6comsrl.it;
DM CONSULTING SRL;AZIENDA;VIA ENRICO FERMI 3;LEGNAGO;4421866161;info@dmconsulting.it;
